2019-06-18 09:51:21,565  INFO ModelContextKeyGenerator:46 - Cache Key Generated: java.lang.String(true)
2019-06-18 09:51:21,566  INFO CachingAspect:79 - Caching aspect applied for cache modelDependencies with key java.lang.String(true)
2019-06-18 09:51:21,566  INFO OperationsKeyGenerator:51 - Cache key generated: /users.com.sqlva.springboot.controller.UserController.addUser.DefaultGenericTypeNamingStrategy
2019-06-18 09:51:21,566  INFO CachingAspect:68 - Caching aspect applied for cache operations with key /users.com.sqlva.springboot.controller.UserController.addUser.DefaultGenericTypeNamingStrategy
2019-06-18 09:51:21,574  INFO ClassOrApiAnnotationResourceGrouping:100 - Group for method addUser was user-controller
2019-06-18 09:51:21,576  INFO ClassOrApiAnnotationResourceGrouping:100 - Group for method addUser was user-controller
2019-06-18 09:51:21,579  INFO ModelContextKeyGenerator:46 - Cache Key Generated: java.lang.String(true)
2019-06-18 09:51:21,579  INFO CachingAspect:79 - Caching aspect applied for cache models with key java.lang.String(true)
2019-06-18 09:51:21,579  INFO ModelContextKeyGenerator:46 - Cache Key Generated: java.lang.String(true)
2019-06-18 09:51:21,579  INFO CachingAspect:79 - Caching aspect applied for cache modelDependencies with key java.lang.String(true)
2019-06-18 09:51:21,580  INFO OperationsKeyGenerator:51 - Cache key generated: /users/{id}.com.sqlva.springboot.controller.UserController.delete.DefaultGenericTypeNamingStrategy
2019-06-18 09:51:21,580  INFO CachingAspect:68 - Caching aspect applied for cache operations with key /users/{id}.com.sqlva.springboot.controller.UserController.delete.DefaultGenericTypeNamingStrategy
2019-06-18 09:51:21,582  INFO ClassOrApiAnnotationResourceGrouping:100 - Group for method delete was user-controller
2019-06-18 09:51:21,583  INFO ClassOrApiAnnotationResourceGrouping:100 - Group for method delete was user-controller
2019-06-18 09:51:21,584  INFO ModelContextKeyGenerator:46 - Cache Key Generated: com.sqlva.springboot.po.User(true)
2019-06-18 09:51:21,584  INFO CachingAspect:79 - Caching aspect applied for cache models with key com.sqlva.springboot.po.User(true)
2019-06-18 09:51:21,585  INFO ModelPropertiesKeyGenerator:48 - Cache key generated: com.sqlva.springboot.po.User(true)
2019-06-18 09:51:21,585  INFO CachingAspect:68 - Caching aspect applied for cache modelProperties with key com.sqlva.springboot.po.User(true)
2019-06-18 09:51:21,620  INFO ModelContextKeyGenerator:46 - Cache Key Generated: com.sqlva.springboot.po.User(true)
2019-06-18 09:51:21,621  INFO CachingAspect:79 - Caching aspect applied for cache modelDependencies with key com.sqlva.springboot.po.User(true)
2019-06-18 09:51:21,621  INFO ModelPropertiesKeyGenerator:48 - Cache key generated: com.sqlva.springboot.po.User(true)
2019-06-18 09:51:21,621  INFO CachingAspect:68 - Caching aspect applied for cache modelProperties with key com.sqlva.springboot.po.User(true)
